3  (1,4)
131.2552083333,E3  (9,12)
131.3333333333,A3  (5,8)
131.3333333333,F3  (5,8)
131.3333333333,D3  (5,8)
131.3333333333,D3  (11,14)
131.375,Bb3  (9,12)
131.375,F3  (2,5)
131.375,D3  (2,5)
131.375,A3  (2,5)
131.4583333333,C3  (11,14)
131.5,D1  (9,12)
131.5,Gb1  (9,12)
131.5,Bb3  (9,12)
131.5,F1  (9,12)
131.5026041667,D3  (9,12)
131.5052083333,Gb2  (9,12)
131.5833333333,A2  (11,14)
131.625,Bb3  (9,12)
131.6302083333,D0  (0,3)
131.7083333333,C3  (11,14)
131.75,Bb1  (9,12)
131.75,Bb3  (9,12)
131.75,F3  (2,5)
131.75,A3  (2,5)
131.75,D3  (2,5)
131.7552083333,E3  (9,12)
131.7552083333,F0  (0,3)
131.875,Bb3  (9,12)
131.8802083333,Gb0  (0,3)
131.9583333333,A2  (11,14)
131.9947916667,G4  (7,10)
132,C1  (9,12)
132,Gb1  (9,12)
132,Bb3  (9,12)
132,D3  (2,5)
132,F3  (2,5)
132,Bb2  (2,5)
132,Bb2  (1,4)
132,D3  (1,4)
132,F3  (1,4)
132,G1  (1,4)
132,G2  (1,4)
132.0052083333,E3  (9,12)
132.0052083333,G0  (0,3)
132.0833333333,C3  (11,14)
132.125,Bb3  (9,12)
132.25,Gb1  (9,12)
132.25,Bb3  (9,12)
132.25,F3  (2,5)
132.25,D3  (2,5)
132.25,Bb2  (2,5)
132.25,F2  (3,6)
132.375,Bb3  (9,12)
132.375,G2  (3,6)
132.5,D1  (9,12)
132.5,Gb1  (9,12)
132.5,Bb3  (9,12)
132.5,A2  (3,6)
132.5026041667,D3  (9,12)
132.5833333333,D3  (11,14)
132.625,Bb3  (9,12)
132.625,D3  (2,5)
132.625,Bb2  (2,5)
132.625,F3  (2,5)
132.625,G2  (3,6)
132.65625,F3  (6,9)
132.65625,D4  (6,9)
132.65625,A3  (6,9)
132.75,Gb1  (9,12)
132.75,Bb3  (9,12)
132.75,A2  (3,6)
132.875,C1  (9,12)
132.875,Bb3  (9,12)
132.875,C3  (3,6)
132.8802083333,Eb3  (9,12)
132.8802083333,G0  (0,3)
132.9583333333,C3  (11,14)
133,C1  (9,12)
133,Gb1  (9,12)
133,Bb3  (9,12)
133,Bb2  (2,5)
133,F3  (2,5)
133,D3  (2,5)
133,D3  (3,6)
133.0052083333,Eb3  (9,12)
133.0052083333,G0  (0,3)
133.125,Bb3  (9,12)
133.1302083333,Eb3  (9,12)
133.25,Gb1  (9,12)
133.25,Bb3  (9,12)
133.2552083333,E3  (9,12)
133.3333333333,G3  (5,8)
133.3333333333,E3  (5,8)
133.3333333333,C3  (5,8)
133.375,Bb3  (9,12)
133.375,F3  (2,5)
133.375,D3  (2,5)
133.375,Bb2  (2,5)
133.4270833333,F3  (3,6)
133.4635416667,A3  (3,6)
133.4791666667,D4  (3,6)
133.484375,C4  (3,6)
133.5,D1  (9,12)
133.5,Gb1  (9,12)
133.5,Bb3  (9,12)
133.5,F1  (9,12)
133.5,C3  (1,4)
133.5,E3  (1,4)
133.5,A1  (1,4)
133.5,A2  (1,4)
133.5026041667,D3  (9,12)
133.5052083333,Gb2  (9,12)
133.5052083333,A0  (0,3)
133.625,Bb3  (9,12)
133.75,Bb1  (9,12)
133.75,Bb3  (9,12)
133.75,C3  (2,5)
133.75,A2  (2,5)
133.75,F3  (2,5)
133.7552083333,E3  (9,12)
133.875,Bb3  (9,12)
133.9947916667,A4  (7,10)
134,C1  (9,12)
134,Gb1  (9,12)
134,Bb3  (9,12)
134,D3  (2,5)
134,F3  (2,5)
134,Bb2  (2,5)
134,Bb1  (1,4)
134,D3  (1,4)
134,Bb2  (1,4)
134,F3  (1,4)
134.0052083333,E3  (9,12)
134.0052083333,Bb0  (0,3)
134.125,Bb3  (9,12)
134.2135416667,D3  (10,13)
134.25,Gb1  (9,12)
134.25,Bb3  (9,12)
134.25,F3  (2,5)
134.25,D3  (2,5)
134.25,Bb2  (2,5)
134.328125,E3  (10,13)
134.375,Bb3  (9,12)
134.5,D1  (9,12)
134.5,Gb1  (9,12)
134.5,Bb3  (9,12)
134.5,C4  (3,6)
134.5026041667,D3  (9,12)
134.5625,D3  (10,13)
134.625,Bb3  (9,12)
134.625,F3  (2,5)
134.625,D3  (2,5)
134.625,Bb2  (2,5)
134.65625,D3  (6,9)
134.65625,Bb3  (6,9)
134.75,Gb1  (9,12)
134.75,Bb3  (9,12)
134.8177083333,E3  (10,13)
134.875,C1  (9,12)
134.875,Bb3  (9,12)
134.8802083333,Eb3  (9,12)
134.8802083333,Bb0  (0,3)
135,C1  (9,12)
135,Gb1  (9,12)
135,Bb3  (9,12)
135,F3  (2,5)
135,Bb2  (2,5)
135,D3  (2,5)
135,G3  (3,6)
135,Bb3  (3,6)
135.0052083333,Eb3  (9,12)
135.0052083333,Bb0  (0,3)
135.0625,D3  (10,13)
135.125,Bb3  (9,12)
135.1302083333,Eb3  (9,12)
135.25,Gb1  (9,12)
135.25,Bb3  (9,12)
135.2552083333,E3  (9,12)
135.375,Bb3  (9,12)
135.375,D3  (2,5)
135.375,F3  (2,5)
135.375,Bb2  (2,5)
135.5,D1  (9,12)
135.5,Gb1  (9,12)
135.5,Bb3  (9,12)
135.5026041667,D3  (9,12)
135.5052083333,F1  (9,12)
135.5052083333,Gb2  (9,12)
135.625,Bb3  (9,12)
135.75,Gb1  (9,12)
135.75,Bb3  (9,12)
135.75,D3  (2,5)
135.75,Bb2  (2,5)
135.75,F3  (2,5)
135.7552083333,E3  (9,12)
135.875,Bb3  (9,12)
135.9947916667,E4  (7,10)
136,C1  (9,12)
136,Bb1  (9,12)
136,Bb3  (9,12)
136,E3  (2,5)
136,C3  (2,5)
136,A2  (2,5)
136,G3  (1,4)
136,E3  (1,4)
136,C3  (1,4)
136,A1  (1,4)
136.0052083333,E3  (9,12)
136.0052083333,A0  (0,3)
136.125,Bb3  (9,12)
136.15625,C4  (6,9)
136.15625,E3  (6,9)
136.15625,G3  (6,9)
136.203125,D3  (10,13)
136.25,D1  (9,12)
136.25,Gb1  (9,12)
136.25,Bb3  (9,12)
136.25,D2  (9,12)
136.25,C3  (2,5)
136.25,E3  (2,5)
136.25,A2  (2,5)
136.3125,E3  (10,13)
136.375,Bb3  (9,12)
136.5,Gb1  (9,12)
136.5,Bb3  (9,12)
136.5,C4  (3,6)
136.5,E4  (3,6)
136.5026041667,D3  (9,12)
136.5052083333,E1  (0,3)
136.546875,D3  (10,13)
136.5833333333,D3  (11,14)
136.5833333333,D4  (4,7)
136.5833333333,F3  (4,7)
136.5833333333,A3  (4,7)
136.625,Bb3  (9,12)
136.625,D2  (9,12)
136.625,E3  (2,5)
136.625,C3  (2,5)
136.625,A2  (2,5)
136.6302083333,D1  (9,12)
136.65625,D4  (6,9)
136.65625,A3  (6,9)
136.65625,F3  (6,9)
136.75,Gb1  (9,12)
136.75,Bb3  (9,12)
136.8072916667,E3  (10,13)
136.875,C1  (9,12)
136.875,Bb3  (9,12)
136.8802083333,Eb3  (9,12)
136.9583333333,C3  (11,14)
137,D1  (9,12)
137,Gb1  (9,12)
137,Bb3  (9,12)
137,B1  (9,12)
137,E3  (2,5)
137,C3  (2,5)
137,A2  (2,5)
137,D4  (3,6)
137,F4  (3,6)
137.0052083333,Eb3  (9,12)
137.0052083333,A1  (0,3)
137.0677083333,D3  (10,13)
137.125,Bb3  (9,12)
137.1302083333,Eb3  (9,12)
137.25,Gb1  (9,12)
137.25,Bb3  (9,12)
137.2552083333,E3  (9,12)
137.3333333333,D3  (11,14)
137.375,C1  (9,12)
137.375,Bb3  (9,12)
137.375,B1  (9,12)
137.375,E3  (2,5)
137.375,C3  (2,5)
137.375,A2  (2,5)
137.3802083333,D1  (9,12)
137.4375,D1  (9,12)
137.4375,B1  (9,12)
137.4583333333,C3  (11,14)
137.5,D1  (9,12)
137.5,Gb1  (9,12)
137.5,Bb3  (9,12)
137.5026041667,D3  (9,12)
137.5052083333,G1  (9,12)
137.5052083333,Gb2  (9,12)
137.5052083333,E1  (0,3)
137.5833333333,A2  (11,14)
137.625,D1  (9,12)
137.625,Bb3  (9,12)
137.625,G1  (9,12)
137.7083333333,C3  (11,14)
137.75,C1  (9,12)
137.75,D1  (9,12)
137.75,Bb3  (9,12)
137.75,E3  (2,5)
137.75,C3  (2,5)
137.75,A2  (2,5)
137.75,E3  (1,4)
137.75,G3  (1,4)
137.75,C4  (1,4)
137.75,A1  (1,4)
137.7552083333,F1  (9,12)
137.7552083333,E3  (9,12)
137.875,Bb3  (9,12)
137.9583333333,A2  (11,14)
138,C1  (9,12)
138,Gb1  (9,12)
138,Bb3  (9,12)
138,D4  (1,4)
138,F3  (1,4)
138,A3  (1,4)
138,D2  (1,4)
138.0052083333,Db2  (9,12)
138.0052083333,D1  (0,3)
138.0833333333,C3  (11,14)
138.125,Bb3  (9,12)
138.1979166667,D3  (10,13)
138.25,Gb1  (9,12)
138.25,Bb3  (9,12)
138.25,D3  (2,5)
138.25,A3  (2,5)
138.25,F3  (2,5)
138.296875,E3  (10,13)
138.375,Bb3  (9,12)
138.5,D1  (9,12)
138.5,Gb1  (9,12)
138.5,Bb3  (9,12)
138.546875,D3  (10,13)
138.5833333333,D3  (11,14)
138.5833333333,C4  (4,7)
138.5833333333,F4  (4,7)
138.5833333333,Bb3  (4,7)
138.625,Bb3  (9,12)
138.625,D3  (2,5)
138.625,A3  (2,5)
138.625,F3  (2,5)
138.6302083333,A0  (0,3)
138.65625,C4  (6,9)
138.65625,E3  (6,9)
138.65625,G3  (6,9)
138.75,Gb1  (9,12)
138.75,Bb3  (9,12)
138.75,F4  (3,6)
138.75,D4  (3,6)
138.7552083333,E3  (9,12)
138.7552083333,C1  (0,3)
138.8125,E3  (10,13)
138.875,C1  (9,12)
138.875,Bb3  (9,12)
138.875,E4  (3,6)
138.875,G4  (3,6)
138.8802083333,A0  (0,3)
138.9583333333,C3  (11,14)
139,C1  (9,12)
139,Gb1  (9,12)
139,Bb3  (9,12)
139,A3  (2,5)
139,D3  (2,5)
139,F3  (2,5)
139,C4  (3,6)
139,E4  (3,6)
139.0026041667,D3  (9,12)
139.0052083333,D1  (0,3)
139.0625,D3  (10,13)
139.125,Bb3  (9,12)
139.25,Gb1  (9,12)
139.25,Bb3  (9,12)
139.3333333333,D3  (11,14)
139.375,Bb3  (9,12)
139.375,A3  (2,5)
139.375,D3  (2,5)
139.375,F3  (2,5)
139.3802083333,E3  (9,12)
139.3802083333,E0  (0,3)
139.4583333333,C3  (11,14)
139.5,D1  (9,12)
139.5,Gb1  (9,12)
139.5,Bb3  (9,12)
139.5052083333,Gb2  (9,12)
139.5052083333,E3  (9,12)
139.5833333333,A2  (11,14)
139.625,Bb3  (9,12)
139.6302083333,F0  (0,3)
139.7083333333,C3  (11,14)
139.75,Bb1  (9,12)
139.75,Bb3  (9,12)
139.75,A3  (2,5)
139.75,D3  (2,5)
139.75,F3  (2,5)
139.875,Bb3  (9,12)
139.875,F3  (2,5)
139.875,D3  (2,5)
139.875,A3  (2,5)
139.8802083333,F0  (0,3)
139.9583333333,A2  (11,14)
140,C1  (9,12)
140,Gb1  (9,12)
140,Bb3  (9,12)
140,Bb3  (1,4)
140,F3  (1,4)
140,D3  (1,4)
140,G1  (1,4)
140.0052083333,G0  (0,3)
140.0833333333,C3  (11,14)
140.125,Bb3  (9,12)
140.25,Gb1  (9,12)
140.25,Bb3  (9,12)
140.25,Bb2  (2,5)
140.25,F3  (2,5)
140.25,D3  (2,5)
140.25,D2  (3,6)
140.375,Bb3  (9,12)
140.375,E2  (3,6)
140.5,D1  (9,12)
140.5,Gb1  (9,12)
140.5,Bb3  (9,12)
140.5,G2  (3,6)
140.625,Bb3  (9,12)
140.625,F3  (2,5)
140.625,Bb2  (2,5)
140.625,D3  (2,5)
140.625,F2  (3,6)
140.6302083333,G0  (0,3)
140.65625,F3  (6,9)
140.65625,D4  (6,9)
140.65625,A3  (6,9)
140.75,Gb1  (9,12)
140.75,Bb3  (9,12)
140.75,A2  (3,6)
140.7552083333,E3  (9,12)
140.875,C1  (9,12)
140.875,Bb3  (9,12)
140.875,C3  (3,6)
140.8802083333,G0  (0,3)
141,C1  (9,12)
141,Gb1  (9,12)
141,Bb3  (9,12)
141,F3  (2,5)
141,D3  (2,5)
141,Bb2  (2,5)
141,D3  (3,6)
141.0026041667,D3  (9,12)
141.0052083333,G0  (0,3)
141.125,Bb3  (9,12)
141.25,Gb1  (9,12)
141.25,Bb3  (9,12)
141.25,A2  (3,6)
141.375,Bb3  (9,12)
141.375,F3  (2,5)
141.375,D3  (2,5)
141.375,Bb2  (2,5)
141.3802083333,E3  (9,12)
141.5,C1  (9,12)
141.5,D1  (9,12)
141.5,Gb1  (9,12)
141.5,Bb3  (9,12)
141.5,A1  (1,4)
141.5052083333,Gb2  (9,12)
141.5052083333,E3  (9,12)
141.5052083333,A0  (0,3)
141.625,Bb3  (9,12)
141.625,A2  (3,6)
141.6666666667,E4  (8,11)
141.75,Bb1  (9,12)
141.75,Bb3  (9,12)
141.75,C3  (2,5)
141.75,A2  (2,5)
141.75,F3  (2,5)
141.875,Bb3  (9,12)
141.875,C3  (2,5)
141.875,A2  (2,5)
141.875,F3  (2,5)
141.875,F2  (3,6)
141.9166666667,D4  (8,11)
142,C1  (9,12)
142,Gb1  (9,12)
142,Bb3  (9,12)
142,G2  (3,6)
142,A3  (1,4)
142,F3  (1,4)
142,D3  (1,4)
142,Bb1  (1,4)
142.0052083333,Bb0  (0,3)
142.0416666667,A3  (8,11)
142.125,Bb3  (9,12)
142.2135416667,D3  (10,13)
142.25,Gb1  (9,12)
142.25,Bb3  (9,12)
142.25,Bb2  (2,5)
142.25,F3  (2,5)
142.25,D3  (2,5)
142.25,A2  (3,6)
142.2916666667,F3  (8,11)
142.328125,E3  (10,13)
142.375,Bb3  (9,12)
142.5,D1  (9,12)
142.5,Gb1  (9,12)
142.5,Bb3  (9,12)
142.5416666667,E4  (8,11)
142.5625,D3  (10,13)
142.625,Bb3  (9,12)
142.625,F3  (2,5)
142.625,D3  (2,5)
142.625,Bb2  (2,5)
142.6302083333,Bb1  (0,3)
142.65625,D3  (6,9)
142.65625,Bb3  (6,9)
142.75,Gb1  (9,12)
142.75,Bb3  (9,12)
142.7552083333,E3  (9,12)
142.8177083333,E3  (10,13)
142.875,C1  (9,12)
142.875,Bb3  (9,12)
142.8802083333,Bb0  (0,3)
142.9166666667,D4  (8,11)
143,C1  (9,12)
143,Gb1  (9,12)
143,Bb3  (9,12)
143,F3  (2,5)
143,D3  (2,5)
143,Bb2  (2,5)
143.0026041667,D3  (9,12)
143.0052083333,Bb0  (0,3)
143.0416666667,A3  (8,11)
143.0625,D3  (10,13)
143.125,Bb3  (9,12)
143.25,Gb1  (9,12)
143.25,Bb3  (9,12)
143.2916666667,F3  (8,11)
143.3333333333,A3  (5,8)
143.3333333333,F3  (5,8)
143.3333333333,D3  (5,8)
143.375,Bb3  (9,12)
143.375,Bb2  (2,5)
143.375,F3  (2,5)
143.375,D3  (2,5)
143.3802083333,E3  (9,12)
143.5,D1  (9,12)
143.5,Gb1  (9,12)
143.5,Bb3  (9,12)
143.5052083333,Gb2  (9,12)
143.5052083333,E3  (9,12)
143.625,Bb3  (9,12)
143.6302083333,Bb0  (0,3)
143.6666666667,C4  (8,11)
143.75,Bb1  (9,12)
143.75,Bb3  (9,12)
143.75,F3  (2,5)
143.75,D3  (2,5)
143.75,Bb2  (2,5)
143.75,G2  (3,6)
143.875,Bb3  (9,12)
143.875,Bb2  (2,5)
143.875,D3  (2,5)
143.875,F3  (2,5)
143.875,A2  (3,6)
143.8802083333,Bb0  (0,3)
143.9166666667,Bb3  (8,11)
144,C1  (9,12)
144,Gb1  (9,12)
144,Bb3  (9,12)
144,G2  (3,6)
144,G3  (1,4)
144,E3  (1,4)
144,C3  (1,4)
144,A1  (1,4)
144.0052083333,A0  (0,3)
144.0416666667,F3  (8,11)
144.125,Bb3  (9,12)
144.15625,C4  (6,9)
144.15625,E3  (6,9)
144.15625,G3  (6,9)
144.203125,D3  (10,13)
144.25,Gb1  (9,12)
144.25,Bb3  (9,12)
144.25,E3  (2,5)
144.25,A2  (2,5)
144.25,C3  (2,5)
144.2916666667,D3  (8,11)
144.3125,E3  (10,13)
144.375,Bb3  (9,12)
144.3802083333,A1  (0,3)
144.5,D1  (9,12)
144.5,Gb1  (9,12)
144.5,Bb3  (9,12)
144.5416666667,C4  (8,11)
144.546875,D3  (10,13)
144.625,Bb3  (9,12)
144.625,E3  (2,5)
144.625,C3  (2,5)
144.625,A2  (2,5)
144.6302083333,A0  (0,3)
144.65625,D4  (6,9)
144.65625,A3  (6,9)
144.65625,F3  (6,9)
144.75,Gb1  (9,12)
144.75,Bb3  (9,12)
144.7552083333,E3  (9,12)
144.8072916667,E3  (10,13)
144.875,C1  (9,12)
144.875,Bb3  (9,12)
144.875,C2  (3,6)
144.9166666667,Bb3  (8,11)
145,C1  (9,12)
145,Gb1  (9,12)
145,Bb3  (9,12)
145,E3  (2,5)
145,C3  (2,5)
145,A2  (2,5)
145,Bb1  (3,6)
145.0026041667,D3  (9,12)
145.0052083333,E3  (9,12)
145.0416666667,F3  (8,11)
145.0677083333,D3  (10,13)
145.125,Bb3  (9,12)
145.1302083333,E1  (0,3)
145.25,Gb1  (9,12)
145.25,Bb3  (9,12)
145.3333333333,Bb3  (5,8)
145.3333333333,F3  (5,8)
145.3333333333,D3  (5,8)
145.375,C1  (9,12)
145.375,D1  (9,12)
145.375,Bb3  (9,12)
145.375,E3  (2,5)
145.375,C3  (2,5)
145.375,A2  (2,5)
145.3802083333,E3  (9,12)
145.5,D1  (9,12)
145.5,Gb1  (9,12)
145.5,Bb3  (9,12)
145.5052083333,Gb2  (9,12)
145.5052083333,E3  (9,12)
145.5052083333,A1  (0,3)
145.625,D1  (9,12)
145.625,Bb3  (9,12)
145.625,B1  (9,12)
145.6666666667,Bb3  (8,11)
145.75,C1  (9,12)
145.75,Bb1  (9,12)
145.75,Bb3  (9,12)
145.75,E3  (2,5)
145.75,C3  (2,5)
145.75,A2  (2,5)
145.7552083333,G1  (9,12)
145.875,Bb3  (9,12)
145.875,F1  (9,12)
145.875,C3  (2,5)
145.875,E3  (2,5)
145.875,A2  (2,5)
145.9166666667,A3  (8,11)
146,C1  (9,12)
146,Gb1  (9,12)
146,Bb3  (9,12)
146,F3  (1,4)
146,A3  (1,4)
146,D4  (1,4)
146,D2  (1,4)
146.0052083333,Db2  (9,12)
146.0052083333,D1  (0,3)
146.0416666667,F3  (8,11)
146.125,Bb3  (9,12)
146.1979166667,D3  (10,13)
146.25,Gb1  (9,12)
146.25,Bb3  (9,12)
146.25,D3  (2,5)
146.25,A3  (2,5)
146.25,F3  (2,5)
146.2916666667,D3  (8,11)
146.296875,E3  (10,13)
146.375,Bb3  (9,12)
146.5,D1  (9,12)
146.5,Gb1  (9,12)
146.5,Bb3  (9,12)
146.5416666667,Bb2  (8,11)
146.546875,D3  (10,13)
146.625,Bb3  (9,12)
146.625,D3  (2,5)
146.625,A3  (2,5)
146.625,F3  (2,5)
146.65625,C4  (6,9)
146.65625,E3  (6,9)
146.65625,G3  (6,9)
146.75,Gb1  (9,12)
146.75,Bb3  (9,12)
146.7552083333,E3  (9,12)
146.7552083333,D1  (0,3)
146.8125,E3  (10,13)
146.875,C1  (9,12)
146.875,Bb3  (9,12)
147,C1  (9,12)
147,Gb1  (9,12)
147,Bb3  (9,12)
147,A3  (2,5)
147,D3  (2,5)
147,F3  (2,5)
147,A1  (3,6)
147.0026041667,D3  (9,12)
147.0052083333,D1  (0,3)
147.0625,D3  (10,13)
147.125,Bb3  (9,12)
147.25,Gb1  (9,12)
147.25,Bb3  (9,12)
147.3333333333,A3  (5,8)
147.3333333333,D3  (5,8)
147.3333333333,F3  (5,8)
147.375,Bb3  (9,12)
147.375,A3  (2,5)
147.375,D3  (2,5)
147.375,F3  (2,5)
147.3802083333,E3  (9,12)
147.5,D1  (9,12)
147.5,Gb1  (9,12)
147.5,Bb3  (9,12)
147.5052083333,Gb2  (9,12)
147.5052083333,E3  (9,12)
147.625,Bb3  (9,12)
147.6302083333,E0  (0,3)
147.6666666667,A2  (8,11)
147.75,Bb1  (9,12)
147.75,Bb3  (9,12)
147.75,A3  (2,5)
147.75,D3  (2,5)
147.75,F3  (2,5)
147.7552083333,F0  (0,3)
147.875,Bb3  (9,12)
147.875,F3  (2,5)
147.875,D3  (2,5)
147.875,A3  (2,5)
147.8802083333,Gb0  (0,3)
147.9166666667,Bb2  (8,11)
148,C1  (9,12)
148,Gb1  (9,12)
148,Bb3  (9,12)
148,D3  (1,4)
148,Bb3  (1,4)
148,F3  (1,4)
148,G1  (1,4)
148.0052083333,G0  (0,3)
148.125,Bb3  (9,12)
148.1666666667,C3  (8,11)
148.25,Gb1  (9,12)
148.25,Bb3  (9,12)
148.25,Bb2  (2,5)
148.25,F3  (2,5)
148.25,D3  (2,5)
148.375,Bb3  (9,12)
148.4166666667,D3  (8,11)
148.5,D1  (9,12)
148.5,Gb1  (9,12)
148.5,Bb3  (9,12)
148.625,Bb3  (9,12)
148.625,F3  (2,5)
148.625,Bb2  (2,5)
148.625,D3  (2,5)
148.6302083333,G1  (0,3)
148.65625,D3  (6,9)
148.65625,A3  (6,9)
148.65625,F3  (6,9)
148.6666666667,E3  (8,11)
148.75,Gb1  (9,12)
148.75,Bb3  (9,12)
148.7552083333,E3  (9,12)
148.875,C1  (9,12)
148.875,Bb3  (9,12)
148.8802083333,E0  (0,3)
148.9166666667,F3  (8,11)
149,C1  (9,12)
149,Gb1  (9,12)
149,Bb3  (9,12)
149,F3  (2,5)
149,D3  (2,5)
149,Bb2  (2,5)
149.0026041667,D3  (9,12)
149.0052083333,G0  (0,3)
149.125,Bb3  (9,12)
149.1666666667,G3  (8,11)
149.25,Gb1  (9,12)
149.25,Bb3  (9,12)
149.3333333333,G3  (5,8)
149.3333333333,E3  (5,8)
149.3333333333,C3  (5,8)
149.375,Bb3  (9,12)
149.375,F3  (2,5)
149.375,D3  (2,5)
149.375,Bb2  (2,5)
149.3802083333,E3  (9,12)
149.3802083333,G0  (0,3)
149.4166666667,A3  (8,11)
149.5,C1  (9,12)
149.5,D1  (9,12)
149.5,Gb1  (9,12)
149.5,Bb3  (9,12)
149.5,E3  (1,4)
149.5,C4  (1,4)
149.5,G3  (1,4)
149.5,A1  (1,4)
149.5052083333,Gb2  (9,12)
149.5052083333,E3  (9,12)
149.5052083333,A0  (0,3)
149.625,Bb3  (9,12)
149.6666666667,D3  (8,11)
149.75,Bb1  (9,12)
149.75,Bb3  (9,12)
149.75,C3  (2,5)
149.75,A2  (2,5)
149.75,F3  (2,5)
149.875,Bb3  (9,12)
149.875,C3  (2,5)
149.875,A2  (2,5)
149.875,F3  (2,5)
149.8802083333,A0  (0,3)
150,C1  (9,12)
150,Gb1  (9,12)
150,Bb3  (9,12)
150,Bb1  (1,4)
150,F3  (1,4)
150,D4  (1,4)
150,A3  (1,4)
150.0052083333,Bb0  (0,3)
150.125,Bb3  (9,12)
150.2135416667,D3  (10,13)
150.25,Gb1  (9,12)
150.25,Bb3  (9,12)
150.25,Bb2  (2,5)
150.25,F3  (2,5)
150.25,D3  (2,5)
150.328125,E3  (10,13)
150.375,Bb3  (9,12)
150.5,D1  (9,12)
150.5,Gb1  (9,12)
150.5,Bb3  (9,12)
150.5625,D3  (10,13)
150.625,Bb3  (9,12)
150.625,F3  (2,5)
150.625,D3  (2,5)
150.625,Bb2  (2,5)
150.6302083333,Bb1  (0,3)
150.65625,Bb2  (6,9)
150.65625,D3  (6,9)
150.65625,F3  (6,9)
150.75,Gb1  (9,12)
150.75,Bb3  (9,12)
150.7552083333,E3  (9,12)
150.8177083333,E3  (10,13)
150.875,C1  (9,12)
150.875,Bb3  (9,12)
150.8802083333,Bb0  (0,3)
151,C1  (9,12)
151,Gb1  (9,12)
151,Bb3  (9,12)
151,F3  (2,5)
151,D3  (2,5)
151,Bb2  (2,5)
151.0026041667,D3  (9,12)
151.0052083333,Bb0  (0,3)
151.0625,D3  (10,13)
151.125,Bb3  (9,12)
151.25,Gb1  (9,12)
151.25,Bb3  (9,12)
151.3333333333,A3  (5,8)
151.3333333333,D3  (5,8)
151.3333333333,F3  (5,8)
151.375,Bb3  (9,12)
151.375,Bb2  (2,5)
151.375,F3  (2,5)
151.375,D3  (2,5)
151.3802083333,E3  (9,12)
151.5,D1  (9,12)
151.5,Gb1  (9,12)
151.5,Bb3  (9,12)
151.5052083333,Gb2  (9,12)
151.5052083333,E3  (9,12)
151.625,Bb3  (9,12)
151.75,Bb1  (9,12)
151.75,Bb3  (9,12)
151.75,F3  (2,5)
151.75,D3  (2,5)
151.75,Bb2  (2,5)
151.875,Bb3  (9,12)
151.875,Bb2  (2,5)
151.875,D3  (2,5)
151.875,F3  (2,5)
151.8802083333,E0  (0,3)
152,C1  (9,12)
152,Gb1  (9,12)
152,Bb3  (9,12)
152,G3  (1,4)
152,C4  (1,4)
152,E3  (1,4)
152,A1  (1,4)
152.0052083333,A0  (0,3)
152.125,Bb3  (9,12)
152.203125,D3  (10,13)
152.25,Gb1  (9,12)
152.25,Bb3  (9,12)
152.25,E3  (2,5)
152.25,A2  (2,5)
152.25,C3  (2,5)
152.3125,E3  (10,13)
152.375,Bb3  (9,12)
152.5,D1  (9,12)
152.5,Gb1  (9,12)
152.5,Bb3  (9,12)
152.546875,D3  (10,13)
152.625,Bb3  (9,12)
152.625,E3  (2,5)
152.625,C3  (2,5)
152.625,A2  (2,5)
152.65625,D3  (6,9)
152.65625,F3  (6,9)
152.65625,A3  (6,9)
152.75,Gb1  (9,12)
152.75,Bb3  (9,12)
152.7552083333,E3  (9,12)
152.8072916667,E3  (10,13)
152.875,C1  (9,12)
152.875,Bb3  (9,12)
152.8802083333,E1  (0,3)
152.9375,C1  (9,12)
153,C1  (9,12)
153,Gb1  (9,12)
153,Bb3  (9,12)
153,E3  (2,5)
153,C3  (2,5)
153,A2  (2,5)
153.0026041667,D3  (9,12)
153.0052083333,E3  (9,12)
153.0052083333,A1  (0,3)
153.0677083333,D3  (10,13)
153.125,Bb3  (9,12)
153.25,D1  (9,12)
153.25,Gb1  (9,12)
153.25,Bb3  (9,12)
153.25,D2  (9,12)
153.3333333333,Bb3  (5,8)
153.3333333333,F3  (5,8)
153.3333333333,D3  (5,8)
153.375,Bb3  (9,12)
153.375,E3  (2,5)
153.375,C3  (2,5)
153.375,A2  (2,5)
153.3802083333,E3  (9,12)
153.3802083333,E1  (0,3)
153.5,C1  (9,12)
153.5,D1  (9,12)
153.5,Gb1  (9,12)
153.5,Bb3  (9,12)
153.5,D2  (9,12)
153.5052083333,Gb2  (9,12)
153.5052083333,E3  (9,12)
153.625,Bb3  (9,12)
153.625,B1  (9,12)
153.6302083333,A0  (0,3)
153.75,Gb1  (9,12)
153.75,Bb3  (9,12)
153.75,G1  (9,12)
153.75,E3  (2,5)
153.75,C3  (2,5)
153.75,A2  (2,5)
153.7552083333,C1  (0,3)
153.875,Bb3  (9,12)
153.875,F1  (9,12)
153.875,C3  (2,5)
153.875,E3  (2,5)
153.875,A2  (2,5)
153.8802083333,A0  (0,3)
153.9947916667,D4  (7,10)
154,C1  (9,12)
154,Gb1  (9,12)
154,Bb3  (9,12)
154,D3  (1,4)
154,A3  (1,4)
154,D2  (1,4)
154,F3  (1,4)
154.0052083333,Db2  (9,12)
154.0052083333,E3  (9,12)
154.0052083333,D1  (0,3)
154.125,Bb3  (9,12)
154.1979166667,D3  (10,13)
154.25,Gb1  (9,12)
154.25,Bb3  (9,12)
154.25,D3  (2,5)
154.25,A3  (2,5)
